,Position,Fa13.BD.MLB.SN.sorted.MAG8-A,Fa13.BD.MLB.SN.sorted.MAG8-C,Fa13.BD.MLB.SN.sorted.MAG8-G,Fa13.BD.MLB.SN.sorted.MAG8-T,Fa13.BD.MLB.DN.sorted.MAG8-A,Fa13.BD.MLB.DN.sorted.MAG8-C,Fa13.BD.MLB.DN.sorted.MAG8-G,Fa13.BD.MLB.DN.sorted.MAG8-T,Sp13.BD.MLB.SN.sorted.MAG8-A,Sp13.BD.MLB.SN.sorted.MAG8-C,Sp13.BD.MLB.SN.sorted.MAG8-G,Sp13.BD.MLB.SN.sorted.MAG8-T,Su13.BD.MM110.DCMD.sorted.MAG8-A,Su13.BD.MM110.DCMD.sorted.MAG8-C,Su13.BD.MM110.DCMD.sorted.MAG8-G,Su13.BD.MM110.DCMD.sorted.MAG8-T,Sp13.BD.MM110.SN.sorted.MAG8-A,Sp13.BD.MM110.SN.sorted.MAG8-C,Sp13.BD.MM110.SN.sorted.MAG8-G,Sp13.BD.MM110.SN.sorted.MAG8-T,Su13.BD.MLB.SD.C.sorted.MAG8-A,Su13.BD.MLB.SD.C.sorted.MAG8-C,Su13.BD.MLB.SD.C.sorted.MAG8-G,Su13.BD.MLB.SD.C.sorted.MAG8-T,Sp13.BD.MM15.SN.sorted.MAG8-A,Sp13.BD.MM15.SN.sorted.MAG8-C,Sp13.BD.MM15.SN.sorted.MAG8-G,Sp13.BD.MM15.SN.sorted.MAG8-T,Su13.BD.MLB.DD.sorted.MAG8-A,Su13.BD.MLB.DD.sorted.MAG8-C,Su13.BD.MLB.DD.sorted.MAG8-G,Su13.BD.MLB.DD.sorted.MAG8-T,Su13.BD.MM110.SN.C.sorted.MAG8-A,Su13.BD.MM110.SN.C.sorted.MAG8-C,Su13.BD.MM110.SN.C.sorted.MAG8-G,Su13.BD.MM110.SN.C.sorted.MAG8-T,Su13.BD.MM15.SN.C.sorted.MAG8-A,Su13.BD.MM15.SN.C.sorted.MAG8-C,Su13.BD.MM15.SN.C.sorted.MAG8-G,Su13.BD.MM15.SN.C.sorted.MAG8-T,Sp13.BD.MM15.SD.sorted.MAG8-A,Sp13.BD.MM15.SD.sorted.MAG8-C,Sp13.BD.MM15.SD.sorted.MAG8-G,Sp13.BD.MM15.SD.sorted.MAG8-T,Su13.BD.MM110.DN.sorted.MAG8-A,Su13.BD.MM110.DN.sorted.MAG8-C,Su13.BD.MM110.DN.sorted.MAG8-G,Su13.BD.MM110.DN.sorted.MAG8-T,Su13.BD.MM110.SD.sorted.MAG8-A,Su13.BD.MM110.SD.sorted.MAG8-C,Su13.BD.MM110.SD.sorted.MAG8-G,Su13.BD.MM110.SD.sorted.MAG8-T,Sp13.BD.MM110.SD.sorted.MAG8-A,Sp13.BD.MM110.SD.sorted.MAG8-C,Sp13.BD.MM110.SD.sorted.MAG8-G,Sp13.BD.MM110.SD.sorted.MAG8-T,Fa13.BD.MM15.DN.sorted.MAG8-A,Fa13.BD.MM15.DN.sorted.MAG8-C,Fa13.BD.MM15.DN.sorted.MAG8-G,Fa13.BD.MM15.DN.sorted.MAG8-T,Fa13.BD.MM15.SN.sorted.MAG8-A,Fa13.BD.MM15.SN.sorted.MAG8-C,Fa13.BD.MM15.SN.sorted.MAG8-G,Fa13.BD.MM15.SN.sorted.MAG8-T,Fa13.BD.MM110.DN.sorted.MAG8-A,Fa13.BD.MM110.DN.sorted.MAG8-C,Fa13.BD.MM110.DN.sorted.MAG8-G,Fa13.BD.MM110.DN.sorted.MAG8-T,Sp13.BD.MM15.DD.A.sorted.MAG8-A,Sp13.BD.MM15.DD.A.sorted.MAG8-C,Sp13.BD.MM15.DD.A.sorted.MAG8-G,Sp13.BD.MM15.DD.A.sorted.MAG8-T,Su13.BD.MM15.SD.sorted.MAG8-A,Su13.BD.MM15.SD.sorted.MAG8-C,Su13.BD.MM15.SD.sorted.MAG8-G,Su13.BD.MM15.SD.sorted.MAG8-T,Fa13.BD.MM110.SN.sorted.MAG8-A,Fa13.BD.MM110.SN.sorted.MAG8-C,Fa13.BD.MM110.SN.sorted.MAG8-G,Fa13.BD.MM110.SN.sorted.MAG8-T,Sp13.BD.MM110.DD.sorted.MAG8-A,Sp13.BD.MM110.DD.sorted.MAG8-C,Sp13.BD.MM110.DD.sorted.MAG8-G,Sp13.BD.MM110.DD.sorted.MAG8-T,Fa13.BD.MM15.SD.sorted.MAG8-A,Fa13.BD.MM15.SD.sorted.MAG8-C,Fa13.BD.MM15.SD.sorted.MAG8-G,Fa13.BD.MM15.SD.sorted.MAG8-T,Fa13.BD.MM110.SD.sorted.MAG8-A,Fa13.BD.MM110.SD.sorted.MAG8-C,Fa13.BD.MM110.SD.sorted.MAG8-G,Fa13.BD.MM110.SD.sorted.MAG8-T,Su13.BD.MM15.DN.sorted.MAG8-A,Su13.BD.MM15.DN.sorted.MAG8-C,Su13.BD.MM15.DN.sorted.MAG8-G,Su13.BD.MM15.DN.sorted.MAG8-T
contig_20881_1,132,0,16,0,196,0,14,0,84,0,38,0,74,0,1,0,23,0,6,0,285,0,17,0,98,0,18,1,134,0,6,0,69,0,2,0,174,0,19,0,347,0,6,0,169,0,0,0,5,0,5,0,219,0,9,0,467,0,1,0,254,0,5,0,270,0,0,0,196,0,10,0,127,0,14,0,214,0,2,0,279,0,12,0,436,0,4,0,285,0,1,0,322,0,5,0,302
contig_20881_1,135,17,183,5,2,8,87,4,0,16,92,0,2,0,23,0,0,1,285,1,5,15,90,3,0,8,139,1,3,2,73,2,0,0,177,0,0,1,364,0,0,6,166,0,2,0,5,0,0,0,226,0,0,1,477,1,3,1,259,0,2,0,276,2,0,0,197,0,0,6,128,1,0,0,228,0,0,1,282,0,0,3,441,1,5,0,287,0,0,0,328,0,0,0,302,0,2
contig_20881_1,138,0,20,0,190,0,3,0,102,19,4,0,81,0,2,0,19,1,0,0,285,0,25,0,83,10,2,0,136,0,7,0,70,0,7,0,175,0,34,0,326,1,6,0,161,0,0,0,5,0,7,0,222,0,2,0,477,0,10,0,263,0,8,0,281,0,2,0,200,3,5,0,122,0,23,0,210,0,7,0,283,3,1,0,443,0,9,0,290,0,8,0,325,0,12,0,308
contig_20881_1,141,207,1,0,5,102,0,0,2,103,0,0,1,21,1,0,1,286,0,0,0,106,0,0,3,149,0,0,0,74,0,2,1,182,4,0,0,343,15,0,1,165,0,0,0,6,0,0,0,223,6,0,0,481,0,0,0,260,8,0,0,279,6,0,1,202,0,0,0,126,1,0,0,215,10,0,1,276,7,0,0,440,0,0,0,289,8,0,0,325,3,0,0,303,3,0,1
contig_20881_1,144,219,0,0,0,103,0,0,0,102,0,0,0,23,0,1,0,284,0,3,0,110,0,0,0,151,0,0,0,76,0,0,0,186,0,0,0,359,0,0,0,158,0,3,0,5,0,0,0,228,0,0,0,483,0,0,0,274,0,0,0,294,0,0,0,170,0,33,0,127,0,0,0,235,0,0,0,292,0,0,0,441,0,0,0,301,0,0,0,333,0,0,0,315,0,2,0
contig_20881_1,147,5,24,178,1,5,4,85,1,3,2,75,4,9,1,13,0,49,2,225,2,1,23,78,3,13,4,122,3,1,4,68,0,96,4,90,0,117,36,207,1,25,9,119,0,1,0,4,0,122,9,104,0,70,8,397,2,103,12,168,1,178,8,119,0,47,0,159,0,12,7,100,2,78,25,136,1,200,11,92,0,75,3,351,0,197,9,116,0,227,7,114,0,90,7,222,3
contig_20881_1,150,32,0,19,156,21,0,9,65,55,0,14,18,17,0,4,0,174,0,44,65,36,0,17,53,67,0,19,55,10,0,15,48,185,0,0,0,314,0,8,34,74,0,28,49,4,0,1,0,230,0,2,0,256,0,79,141,234,0,14,32,286,0,5,12,168,0,16,22,60,0,19,42,216,1,3,19,304,0,0,0,234,0,60,137,316,0,0,8,354,0,0,0,254,0,14,54
contig_20881_1,152,195,0,0,14,99,0,0,1,85,0,0,2,23,0,0,0,290,0,0,0,86,0,0,20,140,0,0,0,70,0,0,4,187,0,0,0,342,0,0,12,154,0,0,0,5,0,0,0,232,0,0,0,482,0,0,0,276,0,0,2,307,0,0,1,212,0,0,0,120,0,0,0,235,0,1,5,300,0,0,0,436,0,0,0,322,0,0,1,352,0,0,0,321,0,0,0
contig_20881_1,153,195,14,0,0,98,2,1,0,83,2,0,0,23,0,0,0,292,0,0,0,85,20,0,0,139,0,0,0,72,4,0,0,186,0,0,0,343,12,0,0,157,0,0,0,5,0,0,0,232,0,0,0,483,0,0,0,277,2,0,0,311,1,0,0,213,0,0,0,122,0,0,0,237,5,0,0,305,0,0,0,436,0,0,0,321,1,0,0,352,0,1,0,328,0,0,0
contig_20881_1,156,1,177,0,28,0,77,0,23,0,16,0,71,0,2,0,19,0,68,0,224,0,61,0,42,0,62,0,76,0,55,0,19,0,3,0,182,2,41,0,311,0,61,0,97,0,0,0,5,0,2,1,222,1,159,0,325,0,40,0,236,0,20,0,286,0,24,0,192,0,45,0,77,0,28,0,210,0,0,1,301,0,140,0,296,0,8,0,309,0,5,0,347,0,69,0,264
contig_20881_1,159,0,0,0,207,0,2,0,98,0,1,0,87,0,4,0,16,0,47,0,247,0,3,0,101,0,5,0,133,0,0,0,72,0,0,0,183,0,5,0,352,0,22,0,134,0,1,0,5,0,3,0,226,0,84,0,399,2,8,0,271,0,4,0,302,0,27,0,190,0,13,0,107,1,1,0,237,0,0,0,304,0,71,0,363,0,0,0,316,0,0,0,350,0,17,0,316
contig_20881_1,162,156,8,37,1,82,3,16,1,18,1,69,0,16,0,4,0,269,7,21,0,47,0,52,0,82,4,47,0,45,1,26,0,129,0,50,1,222,2,125,4,116,7,34,0,6,0,0,0,164,0,69,2,425,18,35,1,220,4,54,0,246,2,56,1,169,3,45,1,82,5,33,0,137,0,98,4,232,0,68,0,373,20,36,0,248,2,62,0,275,0,63,5,274,7,51,3
contig_20881_1,165,26,153,0,20,20,73,0,10,55,29,0,4,15,0,0,5,182,67,0,48,37,55,0,7,57,69,0,7,8,58,0,9,181,0,0,0,312,34,0,7,73,56,0,27,3,1,0,1,230,0,0,3,243,145,0,91,238,35,0,13,295,17,0,5,170,24,0,27,51,51,1,15,211,15,0,3,294,0,0,0,220,141,0,70,303,8,0,0,343,0,0,0,261,53,0,20
contig_20881_1,166,0,1,0,198,0,2,0,111,0,0,0,90,0,0,0,20,0,2,0,292,0,0,0,102,0,2,0,130,0,0,0,77,0,0,0,185,0,0,0,354,0,2,0,157,0,0,0,5,0,0,0,238,0,11,0,467,0,2,0,298,0,2,0,323,0,5,0,216,0,1,0,118,0,1,0,233,0,0,0,299,0,7,0,424,0,1,0,320,0,2,0,359,0,4,0,336
contig_20881_1,169,0,149,0,46,0,80,0,35,0,12,0,78,0,1,0,20,0,65,0,228,0,51,0,51,0,51,0,83,0,44,0,35,0,1,0,180,0,37,0,317,0,49,0,111,0,1,0,3,0,3,0,230,0,130,0,351,0,32,0,262,0,19,0,309,0,21,0,196,0,38,0,79,0,18,0,215,0,1,0,290,0,131,0,303,0,7,0,320,0,5,0,349,0,49,0,290
contig_20881_1,171,9,0,188,0,9,0,113,0,31,0,58,0,2,0,19,0,53,0,237,0,8,0,95,0,19,0,118,0,5,0,75,0,8,0,173,0,47,0,309,0,17,0,146,0,2,0,2,0,7,0,227,0,85,0,396,0,38,0,261,0,37,0,295,0,36,0,178,0,15,0,110,0,30,0,201,0,7,0,283,0,72,0,365,0,20,0,310,0,8,0,347,0,69,0,272,0
contig_20881_1,174,166,2,28,3,105,0,12,3,82,0,5,0,20,0,1,0,277,0,12,0,77,1,28,0,135,0,3,1,66,0,12,3,180,0,1,0,337,0,18,2,154,2,8,0,4,0,0,0,226,0,3,0,468,0,20,1,282,0,8,0,320,0,5,1,178,0,39,0,120,1,2,1,208,0,12,3,286,0,2,0,418,1,12,5,320,0,2,0,341,0,5,0,323,3,4,3
contig_20881_1,177,0,2,0,197,0,0,0,123,0,0,0,86,0,0,0,21,1,0,0,288,0,0,0,105,0,0,0,140,0,0,0,83,0,0,0,184,0,0,0,358,1,2,0,159,0,0,0,5,0,0,0,233,1,0,0,486,3,0,0,288,0,0,0,331,37,0,0,181,0,1,0,124,0,0,0,217,0,0,0,286,0,0,0,435,0,0,0,325,0,0,0,352,1,1,0,332
contig_20881_1,180,86,3,31,81,44,2,29,52,37,0,50,0,3,0,19,1,27,0,206,53,71,1,23,7,48,0,67,25,52,1,17,16,8,0,177,0,34,1,307,18,25,0,105,34,0,0,4,1,12,0,224,0,40,0,340,111,14,0,253,23,8,1,314,15,11,0,194,18,34,0,65,27,14,0,196,7,4,0,287,0,42,1,295,101,12,0,312,5,6,0,348,0,16,1,278,39
contig_20881_1,183,176,1,0,29,109,1,0,16,44,19,1,38,46,0,0,1,296,0,1,8,62,6,0,34,125,19,0,13,63,15,0,9,186,0,0,6,336,1,0,39,159,7,1,7,5,0,0,0,227,0,0,17,500,0,0,6,285,0,0,9,326,0,0,16,236,0,0,0,115,10,0,5,202,0,0,28,285,0,0,10,439,2,0,13,315,0,0,15,353,0,0,7,336,0,0,10
contig_20881_1,186,0,1,200,2,0,0,123,0,0,0,91,10,0,0,22,27,0,0,293,21,0,0,101,0,0,0,144,13,0,0,85,1,0,0,182,10,0,0,358,18,0,0,159,12,0,0,5,0,0,0,241,3,0,1,485,18,0,0,288,1,0,0,344,4,0,0,233,8,0,0,124,7,0,0,214,18,0,0,282,6,0,1,434,16,0,0,328,2,1,0,357,8,0,0,337,12
contig_20881_1,189,0,197,0,3,0,123,0,4,3,97,1,1,2,47,0,3,0,269,0,47,0,99,0,0,0,146,0,7,0,87,0,0,0,183,0,7,2,356,0,16,0,150,0,21,0,3,0,2,0,235,0,3,0,423,0,80,0,276,0,8,0,343,0,3,0,209,0,28,0,120,0,14,0,227,0,6,0,289,0,0,0,377,0,77,0,333,0,2,2,364,0,0,2,323,0,21
contig_20881_1,192,12,154,4,23,4,114,2,7,3,90,0,7,0,52,1,1,1,318,1,1,16,67,1,16,0,147,1,4,4,71,0,10,0,193,4,0,10,351,11,15,1,158,0,10,0,5,0,0,0,233,9,1,0,502,1,0,1,272,4,0,1,340,14,1,1,249,0,0,0,128,1,5,6,209,9,6,2,282,11,0,1,460,0,4,1,334,8,0,0,375,10,2,1,348,3,6
contig_20881_1,195,1,192,0,7,1,121,0,12,0,76,0,31,0,11,3,70,0,203,0,139,0,94,0,5,1,114,0,52,0,81,0,5,4,63,5,141,5,194,12,184,0,119,0,55,0,5,0,0,0,83,12,183,0,337,0,189,0,109,4,200,0,111,11,262,0,138,0,123,1,102,1,42,0,124,10,125,0,67,9,273,2,313,0,160,0,100,8,274,2,79,10,361,0,180,2,235
contig_20881_1,198,0,1,202,0,0,0,136,0,0,0,111,0,0,0,91,0,0,0,339,1,0,0,111,0,0,0,171,1,0,0,95,0,0,0,223,1,0,0,402,0,0,0,174,0,0,0,4,0,0,0,271,16,0,0,522,2,0,0,325,0,0,0,379,4,0,0,259,0,0,0,142,1,0,0,262,6,0,0,353,10,0,0,480,2,0,0,404,2,0,0,476,10,0,0,418,4
contig_20881_1,200,0,0,206,0,0,0,135,0,0,0,109,0,0,1,88,0,0,3,336,0,0,0,111,0,0,2,171,0,0,0,96,0,0,2,221,0,0,1,401,1,0,1,173,0,0,0,4,0,0,16,272,0,0,3,522,0,0,0,319,0,0,4,375,0,0,0,260,0,0,1,143,0,0,6,261,0,0,10,346,0,0,3,478,0,0,2,404,0,0,14,467,0,0,4,417,0
contig_20881_1,201,32,24,0,154,24,13,0,100,66,3,0,40,91,3,0,8,293,0,0,116,28,23,0,59,105,3,0,85,28,11,0,64,280,4,0,6,369,20,1,58,102,0,0,96,1,0,0,3,466,10,0,5,329,5,1,227,325,8,0,37,354,13,0,30,237,0,0,55,66,2,0,80,291,18,2,30,402,11,1,4,283,0,1,237,438,9,0,9,516,6,1,7,372,2,2,77
contig_20881_1,207,0,150,2,65,0,116,0,24,0,88,11,5,0,74,28,2,0,381,19,10,0,73,0,36,0,171,10,12,0,82,1,21,0,272,14,20,0,380,22,55,0,163,10,20,0,5,0,0,0,486,3,22,0,548,17,15,0,339,0,18,0,353,3,31,0,263,8,6,0,127,7,14,0,284,19,33,0,381,6,29,0,501,14,8,0,415,3,29,0,489,4,28,0,412,10,17
contig_20881_1,210,0,157,0,57,0,100,0,39,0,17,0,84,0,2,0,103,0,68,0,342,0,60,0,44,0,53,0,140,0,52,0,50,0,33,0,272,0,91,1,365,0,46,0,146,0,2,0,3,0,45,0,461,0,130,0,439,0,39,0,322,0,61,0,322,0,18,0,260,0,47,0,96,1,66,0,265,0,38,0,378,0,140,0,387,0,52,0,395,0,40,1,480,0,55,0,375
contig_20881_1,213,0,202,0,16,0,123,0,14,0,72,0,30,0,76,0,5,0,383,0,10,0,83,0,18,0,171,0,19,0,97,0,6,0,302,1,8,0,422,0,35,0,168,0,22,0,5,0,0,0,492,0,12,0,539,0,10,0,334,0,7,0,372,0,7,0,227,0,35,0,134,0,9,0,312,0,23,0,398,0,9,0,505,0,14,0,432,0,9,0,505,0,10,0,393,0,10
contig_20881_1,216,1,168,0,50,2,118,0,21,3,65,0,15,3,40,0,35,0,362,1,17,0,71,0,20,0,157,0,12,0,68,0,21,6,272,0,18,5,390,0,47,0,169,0,12,0,5,0,0,16,471,0,15,1,512,2,23,15,322,0,5,11,355,0,16,0,256,0,9,1,115,0,12,6,284,0,32,18,361,0,15,1,488,0,18,28,408,0,8,57,420,0,16,0,370,0,16
contig_20881_1,219,220,0,2,0,139,0,0,0,76,0,6,0,53,0,25,0,364,0,13,0,96,0,1,0,163,0,7,0,87,0,0,0,285,0,10,0,425,0,17,0,176,0,5,0,5,0,0,0,500,0,0,0,518,0,15,1,337,0,0,0,386,0,1,0,259,0,7,0,122,0,3,0,316,0,10,0,395,0,5,0,500,0,7,0,443,0,2,0,488,0,6,0,387,0,3,0
contig_20881_1,222,18,0,0,207,8,0,0,128,9,1,0,67,4,0,0,64,0,1,0,372,9,0,1,82,13,0,0,147,17,0,0,60,0,0,0,282,2,0,0,430,3,0,0,176,0,0,0,4,0,0,0,490,3,0,1,521,1,3,0,322,1,0,0,367,0,0,0,252,7,0,0,116,2,0,0,322,0,0,0,382,0,0,0,499,0,0,0,421,0,3,0,443,2,0,0,379
contig_20881_1,225,149,2,38,15,96,0,14,9,56,0,2,13,8,4,0,43,109,0,0,177,52,1,25,5,75,0,5,50,61,0,10,0,9,0,0,193,73,3,7,285,76,0,6,60,4,0,0,0,23,0,0,213,204,0,4,246,37,1,4,217,39,0,0,304,36,0,29,147,76,0,5,33,54,2,3,174,12,0,0,265,207,0,4,220,18,0,0,340,15,3,3,340,74,0,2,253
contig_20881_1,226,0,8,0,198,0,5,0,112,0,13,0,59,0,47,0,6,0,170,0,116,0,2,0,81,0,39,0,92,0,2,0,67,0,191,0,7,1,287,0,81,0,54,0,88,0,0,0,4,0,221,0,19,0,232,0,224,0,215,0,44,0,312,0,37,0,149,0,63,0,32,0,81,0,175,0,59,0,273,0,11,0,200,0,230,0,347,0,18,0,352,0,11,0,253,0,79
contig_20881_1,228,0,2,208,0,0,0,121,0,0,5,67,0,24,0,30,0,10,0,276,2,0,0,88,0,3,0,130,0,1,0,70,0,6,0,191,0,9,1,363,5,3,0,144,1,0,0,4,0,0,0,234,2,14,2,443,0,4,0,259,2,1,0,349,3,33,0,177,0,0,0,113,2,8,0,225,4,0,1,281,6,5,0,433,1,0,0,374,4,2,0,361,5,2,0,337,1
contig_20881_1,231,0,21,0,191,0,6,0,118,0,12,0,59,0,6,2,47,0,42,0,245,0,17,0,69,0,23,1,106,0,18,0,53,0,1,0,198,1,11,0,368,0,18,0,132,0,2,0,2,0,2,0,239,1,76,0,379,3,9,0,255,0,3,0,348,29,15,0,164,0,21,0,95,0,4,1,232,0,2,0,287,0,82,0,361,0,0,0,381,5,1,0,361,0,15,0,324
contig_20881_1,234,0,191,0,17,0,126,0,6,0,66,0,3,0,30,0,3,0,266,0,11,0,85,0,4,0,124,0,3,0,63,0,10,0,189,0,0,0,357,0,5,0,148,0,1,0,4,0,0,0,241,0,1,0,437,0,18,0,265,0,8,0,344,0,6,0,204,0,4,0,111,0,5,0,227,0,6,0,292,0,2,0,419,0,15,0,382,0,3,0,368,0,3,0,335,0,7
contig_20881_1,240,0,0,0,206,1,2,0,136,0,3,0,66,1,5,0,27,0,44,0,241,0,0,0,91,0,10,0,117,0,0,0,76,0,1,0,186,1,3,2,344,0,16,0,137,0,2,0,2,0,2,0,244,1,74,0,373,0,7,0,276,0,2,0,339,0,15,0,198,0,13,0,99,0,1,0,237,0,0,0,301,0,81,0,355,0,0,0,393,0,0,0,366,1,12,0,331
contig_20881_1,246,0,19,17,165,0,11,6,125,2,16,2,46,1,12,1,20,0,150,0,128,0,20,11,64,2,42,1,85,0,20,3,54,1,38,3,153,1,78,25,244,3,47,1,99,0,2,0,2,1,44,12,186,1,219,0,228,0,101,6,174,0,71,12,248,0,98,0,112,5,29,1,77,2,39,22,177,0,37,11,248,1,188,0,237,0,63,13,307,0,56,11,294,1,138,3,198
contig_20881_1,255,0,0,181,15,2,0,134,6,2,0,63,2,3,0,29,0,33,0,240,0,1,1,84,8,11,0,126,1,2,0,72,5,4,1,193,0,17,0,337,2,10,0,129,0,1,0,45,0,11,0,233,0,59,1,370,2,8,0,260,0,12,0,310,1,12,0,197,1,11,0,102,1,16,0,220,0,9,0,281,0,67,0,341,1,11,0,363,0,9,0,339,0,18,0,330,0
contig_20881_1,258,2,149,28,15,3,116,20,6,0,28,35,4,0,9,23,0,0,99,169,1,2,63,18,11,0,90,44,4,0,61,6,7,0,8,187,0,3,55,281,15,0,76,56,5,0,47,0,0,0,15,232,0,1,185,233,2,2,50,216,0,1,37,283,1,0,67,140,1,0,74,31,3,2,47,181,4,0,10,283,0,1,214,189,1,1,21,348,0,0,15,333,0,0,79,268,3
contig_20881_1,261,0,0,14,181,2,2,3,135,3,0,2,61,3,2,0,30,32,22,0,206,0,0,9,90,10,3,1,128,0,0,2,73,1,21,0,171,5,22,7,323,10,4,0,118,1,0,0,46,2,30,1,208,58,19,2,337,6,33,0,223,2,31,0,280,12,21,0,172,8,2,0,97,1,15,5,207,0,23,2,264,66,21,1,322,0,40,0,323,0,44,0,291,17,27,0,302
contig_20881_1,264,0,178,0,18,0,137,0,9,0,66,0,5,0,35,1,1,0,265,1,2,0,96,0,11,0,139,0,3,0,74,0,7,0,209,0,0,0,370,0,7,0,135,0,4,0,51,0,0,0,261,0,0,0,414,1,12,0,274,3,1,0,311,0,3,0,168,32,4,0,107,0,8,0,232,0,3,0,297,0,1,0,400,0,15,0,360,1,2,0,367,0,1,0,355,0,6
contig_20881_1,267,199,1,0,0,147,0,0,0,77,0,1,0,35,0,3,0,280,0,0,0,106,0,0,0,146,0,0,0,82,0,0,0,207,0,3,0,377,0,13,0,141,0,1,0,51,0,0,0,254,0,9,0,424,0,1,0,295,0,3,0,304,0,10,0,195,0,2,0,109,0,2,0,223,0,13,0,311,0,6,0,408,0,1,0,355,0,12,0,387,0,12,0,358,0,5,0
contig_20881_1,270,0,183,16,0,2,135,6,2,0,75,2,1,0,31,2,3,0,251,1,32,0,93,11,1,2,135,1,13,0,75,2,4,34,180,0,5,32,340,8,15,1,129,0,11,0,50,0,1,34,229,1,13,1,372,0,53,13,270,1,8,30,267,0,11,0,182,0,12,4,99,0,12,26,194,8,17,32,280,2,6,6,344,3,66,40,308,1,11,38,356,1,14,10,328,3,21
contig_20881_1,273,0,1,0,211,0,0,2,157,0,1,3,80,0,3,3,29,0,5,31,258,1,1,1,106,0,1,11,149,0,0,0,94,0,3,2,232,0,16,5,393,0,0,10,134,0,0,1,50,0,9,2,309,0,5,51,373,0,3,5,293,1,10,1,299,0,2,13,186,0,2,9,107,0,13,1,242,0,6,0,324,0,2,65,358,0,11,0,355,0,12,0,412,0,8,13,356
contig_20881_1,276,10,199,0,11,14,141,0,8,9,57,2,15,2,30,0,4,18,246,3,32,14,84,0,11,11,117,0,31,18,65,0,11,30,208,1,3,27,381,1,10,8,117,1,23,0,50,0,2,76,257,1,4,7,360,2,58,16,293,0,12,3,315,0,3,8,153,1,42,4,91,0,24,27,232,1,9,28,316,0,1,16,332,2,75,13,357,0,4,32,400,0,2,26,351,1,19
contig_20881_1,279,0,1,0,224,0,4,0,159,0,12,0,77,0,4,0,41,0,35,0,277,0,7,0,102,0,29,0,137,0,10,0,85,0,36,0,237,0,31,0,422,0,18,0,139,0,1,0,51,0,38,0,322,0,55,0,381,0,20,0,332,0,30,0,294,0,39,0,168,0,15,0,105,0,31,0,261,0,34,0,324,0,66,0,365,0,42,0,342,0,33,1,424,0,23,0,394
contig_20881_1,282,17,24,27,158,9,11,20,130,11,1,10,68,6,1,5,35,7,5,26,292,17,4,20,68,19,12,14,127,9,3,21,63,21,1,55,198,42,10,62,335,10,11,13,132,0,1,0,54,32,5,96,232,9,11,7,435,16,7,41,306,11,2,13,303,0,29,15,169,11,7,9,99,21,12,56,211,11,1,42,308,5,12,14,412,17,4,18,361,38,1,56,376,11,7,50,380
contig_20881_1,285,2,0,232,0,0,0,177,0,2,0,89,0,0,0,49,0,2,0,333,0,3,0,108,0,3,0,172,0,1,0,97,0,2,0,272,0,7,0,440,0,2,0,163,0,0,0,55,0,0,0,369,0,5,1,460,0,21,0,351,0,2,0,333,0,1,0,206,0,1,0,128,0,5,0,290,0,23,0,337,0,3,0,434,0,6,0,395,0,32,0,433,0,8,0,434,0
contig_20881_1,288,0,235,0,1,0,174,0,5,0,90,0,2,0,48,0,2,0,287,0,48,0,113,0,1,0,157,0,20,0,95,0,0,0,270,0,2,1,434,0,14,0,151,0,18,0,51,0,4,0,368,0,3,0,390,1,78,0,364,0,9,0,337,0,1,0,195,0,14,0,117,0,12,0,296,0,7,0,363,0,0,0,364,0,76,0,398,0,1,0,472,0,0,0,422,0,17
contig_20881_1,291,0,3,0,226,0,5,0,160,0,8,0,84,0,4,0,44,0,10,0,324,0,9,0,104,0,10,0,165,0,6,0,86,2,18,0,251,2,30,1,408,0,8,0,162,0,0,0,55,0,22,0,339,0,8,0,461,2,27,0,336,0,3,0,321,0,0,0,197,0,8,0,121,4,5,0,285,6,20,0,323,0,9,0,431,0,7,0,388,8,49,2,385,2,9,1,405
contig_20881_1,294,0,168,0,54,0,125,0,35,0,47,0,48,0,8,0,39,0,73,0,252,0,61,0,52,0,70,0,101,0,57,0,35,0,8,0,262,0,77,1,365,0,64,0,107,0,47,0,8,1,10,5,338,0,142,0,321,0,32,0,329,0,27,0,286,0,30,0,157,0,61,0,65,0,49,2,232,0,7,0,333,0,151,0,285,0,29,1,352,2,12,0,419,0,72,1,331
contig_20881_1,297,13,72,4,131,10,50,1,98,11,71,6,6,4,34,1,5,51,192,3,75,18,37,2,49,16,76,16,62,5,35,7,43,7,254,0,6,23,373,0,47,17,100,3,53,4,4,0,47,9,332,0,7,78,239,1,138,30,290,0,31,11,280,0,16,14,132,14,19,11,55,5,54,14,231,0,35,25,297,1,6,78,202,0,148,24,321,1,16,38,378,0,8,25,305,0,68
contig_20881_1,300,0,3,0,220,0,1,0,159,0,8,0,77,0,1,0,43,0,1,0,313,0,6,0,101,0,15,0,154,0,9,0,78,0,2,0,247,0,2,0,418,0,4,0,160,0,0,0,55,0,0,0,316,0,1,0,449,1,2,0,329,0,0,0,298,0,14,0,165,0,8,0,112,0,0,0,277,0,1,0,317,0,3,0,423,0,1,0,355,0,1,0,394,0,0,0,387
