,Position,Fa13.BD.MLB.SN.MAG4-A,Fa13.BD.MLB.SN.MAG4-C,Fa13.BD.MLB.SN.MAG4-G,Fa13.BD.MLB.SN.MAG4-T,Su13.BD.MLB.DD.MAG4-A,Su13.BD.MLB.DD.MAG4-C,Su13.BD.MLB.DD.MAG4-G,Su13.BD.MLB.DD.MAG4-T,Su13.BD.MM15.SN.C.MAG4-A,Su13.BD.MM15.SN.C.MAG4-C,Su13.BD.MM15.SN.C.MAG4-G,Su13.BD.MM15.SN.C.MAG4-T,Sp13.BD.MM110.DD.MAG4-A,Sp13.BD.MM110.DD.MAG4-C,Sp13.BD.MM110.DD.MAG4-G,Sp13.BD.MM110.DD.MAG4-T,Fa13.BD.MM15.SD.MAG4-A,Fa13.BD.MM15.SD.MAG4-C,Fa13.BD.MM15.SD.MAG4-G,Fa13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.DN.MAG4-A,Su13.BD.MM110.DN.MAG4-C,Su13.BD.MM110.DN.MAG4-G,Su13.BD.MM110.DN.MAG4-T,Fa13.BD.MM15.SN.MAG4-A,Fa13.BD.MM15.SN.MAG4-C,Fa13.BD.MM15.SN.MAG4-G,Fa13.BD.MM15.SN.MAG4-T,Su13.BD.MLB.SD.C.MAG4-A,Su13.BD.MLB.SD.C.MAG4-C,Su13.BD.MLB.SD.C.MAG4-G,Su13.BD.MLB.SD.C.MAG4-T,Fa13.BD.MM110.SD.MAG4-A,Fa13.BD.MM110.SD.MAG4-C,Fa13.BD.MM110.SD.MAG4-G,Fa13.BD.MM110.SD.MAG4-T,Sp13.BD.MM110.SN.MAG4-A,Sp13.BD.MM110.SN.MAG4-C,Sp13.BD.MM110.SN.MAG4-G,Sp13.BD.MM110.SN.MAG4-T,Su13.BD.MM110.DCMD.MAG4-A,Su13.BD.MM110.DCMD.MAG4-C,Su13.BD.MM110.DCMD.MAG4-G,Su13.BD.MM110.DCMD.MAG4-T,Su13.BD.MM15.DN.MAG4-A,Su13.BD.MM15.DN.MAG4-C,Su13.BD.MM15.DN.MAG4-G,Su13.BD.MM15.DN.MAG4-T,Fa13.BD.MM110.SN.MAG4-A,Fa13.BD.MM110.SN.MAG4-C,Fa13.BD.MM110.SN.MAG4-G,Fa13.BD.MM110.SN.MAG4-T,Sp13.BD.MM15.SN.MAG4-A,Sp13.BD.MM15.SN.MAG4-C,Sp13.BD.MM15.SN.MAG4-G,Sp13.BD.MM15.SN.MAG4-T,Fa13.BD.MM15.DN.MAG4-A,Fa13.BD.MM15.DN.MAG4-C,Fa13.BD.MM15.DN.MAG4-G,Fa13.BD.MM15.DN.MAG4-T,Sp13.BD.MM15.DD.A.MAG4-A,Sp13.BD.MM15.DD.A.MAG4-C,Sp13.BD.MM15.DD.A.MAG4-G,Sp13.BD.MM15.DD.A.MAG4-T,Sp13.BD.MM15.SD.MAG4-A,Sp13.BD.MM15.SD.MAG4-C,Sp13.BD.MM15.SD.MAG4-G,Sp13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.SD.MAG4-A,Su13.BD.MM110.SD.MAG4-C,Su13.BD.MM110.SD.MAG4-G,Su13.BD.MM110.SD.MAG4-T,Fa13.BD.MM110.DN.MAG4-A,Fa13.BD.MM110.DN.MAG4-C,Fa13.BD.MM110.DN.MAG4-G,Fa13.BD.MM110.DN.MAG4-T,Sp13.BD.MLB.SN.MAG4-A,Sp13.BD.MLB.SN.MAG4-C,Sp13.BD.MLB.SN.MAG4-G,Sp13.BD.MLB.SN.MAG4-T,Su13.BD.MM15.SD.MAG4-A,Su13.BD.MM15.SD.MAG4-C,Su13.BD.MM15.SD.MAG4-G,Su13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.SN.C.MAG4-A,Su13.BD.MM110.SN.C.MAG4-C,Su13.BD.MM110.SN.C.MAG4-G,Su13.BD.MM110.SN.C.MAG4-T,Sp13.BD.MM110.SD.MAG4-A,Sp13.BD.MM110.SD.MAG4-C,Sp13.BD.MM110.SD.MAG4-G,Sp13.BD.MM110.SD.MAG4-T,Fa13.BD.MLB.DN.MAG4-A,Fa13.BD.MLB.DN.MAG4-C,Fa13.BD.MLB.DN.MAG4-G,Fa13.BD.MLB.DN.MAG4-T
contig_18674_1,327,0,1,0,40,0,1,0,10,0,1,0,13,0,7,0,76,0,6,0,18,0,0,0,3,0,4,0,20,0,1,0,9,0,14,0,10,0,7,0,84,0,0,0,1,0,4,0,16,0,12,0,6,0,2,0,26,0,7,0,40,0,4,0,22,0,3,0,22,0,4,0,14,0,0,0,42,0,15,0,12,0,0,0,6,0,2,0,4,0,5,0,124,0,2,0,36
contig_18674_1,330,1,40,0,0,0,11,0,0,0,14,0,0,3,82,0,0,0,24,0,0,0,3,0,0,0,25,0,0,0,10,0,0,2,22,0,0,5,88,0,0,0,1,0,0,1,19,0,0,2,16,0,0,1,27,0,0,0,48,1,0,3,22,0,0,3,23,0,0,0,18,0,0,0,43,0,0,13,13,0,1,0,6,0,0,0,6,0,0,3,130,0,0,1,38,0,0
contig_18674_1,333,0,2,0,40,0,3,0,8,0,8,0,6,0,23,0,66,0,6,0,18,0,2,0,0,0,8,0,17,0,4,0,6,0,6,0,18,0,25,0,66,0,0,0,1,0,10,0,10,0,3,0,15,0,9,0,19,0,10,0,38,0,6,0,20,0,7,0,20,0,8,0,10,0,2,0,41,0,16,0,11,0,4,0,2,0,1,0,5,0,28,0,105,0,6,0,34
contig_18674_1,334,40,1,0,0,12,0,0,0,14,0,0,0,89,0,0,0,24,0,0,0,2,0,0,0,24,0,0,0,10,0,0,0,21,1,2,0,90,0,0,0,1,0,0,0,20,0,0,0,16,0,2,0,26,0,0,2,48,0,0,0,23,1,0,1,26,0,0,1,18,0,0,0,43,0,0,0,24,0,0,4,6,0,0,0,6,0,0,0,132,0,0,1,40,0,0,0
contig_18674_1,336,0,38,3,0,1,8,3,0,0,14,0,0,2,87,0,1,0,21,0,0,0,1,0,0,2,19,1,0,1,5,4,0,0,18,0,0,1,90,0,0,0,1,0,0,2,18,0,0,0,17,0,0,0,27,2,0,6,41,0,0,2,23,2,0,2,23,2,0,0,16,0,0,4,34,0,0,0,27,1,1,2,4,0,0,0,6,0,0,4,129,1,0,2,33,2,0
contig_18674_1,339,1,40,0,0,0,12,0,0,0,14,0,0,5,87,0,0,0,21,0,0,0,1,0,0,0,20,0,2,0,11,0,0,0,18,0,0,5,86,0,0,0,1,0,0,0,20,0,0,0,14,0,3,4,25,0,1,0,45,0,4,3,24,0,0,3,23,0,0,0,10,0,6,0,37,0,0,17,13,0,0,0,5,0,2,0,5,0,1,0,133,0,0,4,32,0,0
contig_18674_1,348,0,10,0,30,0,1,0,14,0,6,0,8,0,45,0,43,0,10,0,10,0,0,0,1,0,3,0,13,0,0,0,11,0,18,0,0,0,55,0,36,0,1,0,0,0,3,0,15,0,17,0,0,0,9,0,25,0,27,0,15,0,9,0,17,0,5,0,19,0,14,0,0,0,20,0,4,0,2,0,33,0,5,0,0,0,6,0,0,0,68,0,56,0,9,0,25
contig_18674_1,352,3,0,36,0,4,0,10,0,0,0,15,0,0,0,87,0,0,0,20,0,0,0,2,0,1,0,16,0,5,0,6,0,0,0,16,0,0,0,90,0,0,0,2,0,0,0,18,0,0,0,15,0,2,0,31,0,0,0,42,0,2,0,25,0,2,0,21,0,0,0,14,0,0,0,23,0,1,0,38,0,0,0,5,0,0,0,6,0,1,0,122,0,2,0,32,0
contig_18674_1,353,0,26,0,13,0,8,0,5,0,0,0,15,0,0,0,87,0,12,0,7,0,0,0,2,0,2,0,15,0,7,0,4,0,16,0,0,0,0,0,91,0,0,0,2,0,0,1,16,0,12,0,3,0,4,0,29,0,6,0,35,0,4,0,23,0,2,0,22,0,4,0,10,0,1,0,22,0,1,0,40,0,0,0,5,0,3,0,2,0,2,0,120,0,18,0,15
contig_18674_1,360,0,40,0,0,0,13,0,0,1,15,0,0,20,66,0,0,1,9,0,2,0,3,0,0,7,11,0,0,0,10,0,0,2,0,0,0,9,86,0,0,0,2,0,0,6,11,0,0,1,3,0,0,7,26,0,1,12,25,0,0,7,20,0,0,9,15,0,0,1,8,0,0,2,21,0,0,7,34,0,1,0,5,0,0,0,2,0,0,27,90,0,0,0,33,0,1
contig_18674_1,363,0,39,0,0,0,13,0,0,0,17,0,0,0,83,0,0,0,11,0,0,0,3,0,0,0,18,0,0,0,10,0,0,0,0,0,0,0,94,0,0,0,2,0,0,0,17,0,0,3,0,0,0,0,35,0,0,0,33,0,0,0,29,0,0,0,26,0,0,4,5,0,0,0,24,0,0,0,44,0,0,2,5,0,0,1,2,0,0,0,118,0,0,0,31,0,2
contig_18674_1,364,0,0,0,39,0,0,0,13,0,0,1,16,0,0,20,63,0,2,0,9,0,0,0,3,0,0,7,11,0,0,0,10,0,0,0,0,0,0,9,85,0,0,0,2,0,0,6,11,0,0,0,3,0,0,6,29,0,0,12,21,0,0,7,22,0,0,9,17,0,1,0,8,0,0,2,22,0,0,7,37,0,0,0,7,0,0,0,3,1,0,27,90,0,0,0,33
contig_18674_1,365,40,0,0,0,13,0,0,0,16,1,0,0,64,20,0,0,9,2,0,0,3,0,0,0,11,7,0,0,10,0,0,0,0,0,0,0,82,9,0,0,2,0,0,0,11,6,0,0,0,0,0,3,29,6,0,0,22,12,0,0,22,7,0,0,19,9,0,0,4,1,0,4,22,2,0,0,39,7,0,0,5,0,0,2,2,0,0,1,89,27,0,0,34,0,0,0
contig_18577_69,9,9,0,0,0,0,0,0,0,1,0,0,0,41,0,0,0,2,0,0,0,5,0,0,0,5,1,0,0,0,0,0,0,4,0,0,0,33,1,0,0,0,0,0,0,8,0,0,0,3,0,0,0,1,0,0,0,10,0,0,0,7,0,0,0,6,0,0,0,2,0,0,0,25,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,44,0,0,0,11,1,0,0
contig_18577_69,11,0,0,10,0,0,0,0,0,0,0,1,0,0,0,41,0,0,0,2,0,0,0,5,0,0,1,5,0,0,0,0,0,0,0,2,0,0,1,34,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,1,0,0,0,10,0,0,0,8,0,0,0,7,0,0,0,2,0,0,0,26,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,45,0,0,1,11,0
contig_18577_69,45,0,0,0,14,0,0,0,0,0,0,0,1,0,1,0,39,0,0,0,1,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,33,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,8,0,0,0,7,0,0,0,8,0,0,0,2,0,0,0,20,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,45,0,0,0,20
contig_18577_69,48,0,0,0,13,0,0,0,0,0,0,0,1,2,0,0,39,0,0,0,1,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,33,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,7,0,0,0,8,0,0,0,9,0,0,0,2,0,0,0,20,0,0,1,0,0,0,0,1,0,0,0,4,1,0,0,47,1,0,0,19
contig_18577_69,54,13,0,0,0,0,0,0,0,1,0,0,0,40,0,0,0,1,0,2,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,33,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,2,0,0,0,7,0,0,0,9,0,0,0,9,0,0,0,2,0,1,0,24,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,49,0,0,0,20,0,0,0
contig_18577_69,57,13,0,0,0,0,0,0,0,0,0,0,1,39,2,0,0,1,2,0,0,3,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,31,1,0,0,4,0,0,0,6,0,0,0,3,0,0,0,2,0,0,0,7,0,0,0,8,0,0,1,9,0,0,0,2,1,0,0,25,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,48,2,0,0,19,1,0,0
contig_18577_69,68,15,0,0,0,5,0,0,0,1,0,0,0,39,0,0,0,1,0,2,0,3,0,0,0,6,0,0,0,1,0,0,0,0,0,3,0,35,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,2,0,0,0,7,0,0,0,8,0,0,0,8,0,0,0,2,0,1,0,27,0,0,1,3,0,0,0,1,0,0,0,4,0,0,0,55,1,0,0,10,0,0,0
contig_18577_69,72,0,1,11,0,0,0,5,0,0,0,1,0,2,0,37,0,0,2,1,0,0,0,3,0,1,0,5,0,0,0,1,0,0,3,0,0,1,0,33,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,2,0,0,0,7,0,0,0,8,0,0,0,9,0,0,1,2,0,0,0,24,0,1,1,3,0,0,0,0,1,0,0,4,0,2,0,51,0,1,0,9,0
contig_18577_69,75,0,0,11,0,0,0,5,0,0,0,2,0,2,0,38,0,0,0,3,0,0,0,3,0,1,0,7,0,0,0,1,0,0,0,3,0,1,0,33,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,2,0,0,0,7,0,0,0,9,0,0,0,9,0,0,0,3,0,0,0,24,0,3,0,3,0,0,0,1,0,0,0,4,0,2,0,51,0,0,0,10,0
contig_18577_69,79,0,0,11,0,0,0,5,0,0,0,2,0,0,0,37,2,0,0,3,0,0,0,3,0,0,0,7,1,0,0,1,0,0,0,3,0,0,0,32,1,0,0,0,0,0,0,5,0,0,0,3,0,0,0,2,0,0,0,7,0,0,0,9,0,0,0,9,0,0,0,3,0,0,0,23,0,0,0,6,0,0,0,1,0,0,0,4,0,0,0,50,2,0,0,10,0
contig_18577_69,81,7,0,3,0,0,0,5,0,2,0,0,0,39,0,0,0,1,2,0,0,3,0,0,0,6,2,0,0,0,0,1,0,0,2,0,1,33,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,9,0,0,0,10,0,0,0,2,0,1,0,23,0,0,0,6,0,0,0,0,1,0,0,4,0,0,0,53,0,0,0,10,0,0,0
contig_18577_69,86,10,0,0,0,5,0,0,0,2,0,0,0,36,0,0,3,2,0,0,1,3,0,0,0,7,0,0,1,1,0,0,0,5,0,0,0,30,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,2,0,0,0,7,0,0,1,9,0,0,0,10,0,0,0,3,0,0,0,24,0,0,1,5,0,0,0,2,0,0,2,4,0,0,0,48,0,0,2,11,0,0,0
contig_18577_69,93,0,7,0,0,0,0,0,0,0,2,0,0,0,34,0,2,0,3,0,0,0,43,0,0,0,7,0,1,0,0,0,0,0,5,0,0,0,32,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,8,0,0,0,9,0,0,0,11,0,0,0,3,0,0,0,21,0,0,0,6,0,0,0,2,0,2,0,4,0,0,0,48,0,2,0,9,0,0
contig_18577_69,120,0,0,0,7,0,0,0,6,0,0,0,4,0,3,0,35,0,0,0,1,0,0,0,44,0,0,0,6,0,0,0,2,0,0,0,0,0,2,0,37,0,0,0,8,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,7,0,0,0,11,0,0,0,8,0,0,0,3,0,0,0,26,0,1,0,4,0,0,0,2,0,0,0,5,0,2,0,50,0,0,0,6
contig_18577_69,123,0,9,0,0,0,2,0,0,0,4,0,0,0,35,0,3,0,2,0,0,0,44,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,38,0,2,0,8,0,0,0,6,0,0,0,5,0,0,0,6,0,0,0,8,0,0,0,11,0,0,0,8,0,0,0,3,0,0,0,26,0,0,0,5,0,0,0,1,0,0,0,5,0,0,0,49,0,2,0,6,0,0
contig_18577_69,162,11,0,0,0,0,0,0,0,1,0,0,0,36,0,0,4,4,0,0,0,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,37,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,9,0,0,1,10,0,0,1,6,0,0,1,1,0,0,0,28,0,0,1,2,0,0,0,3,0,0,0,3,0,0,0,44,0,0,1,4,0,0,0
contig_18577_69,165,0,11,0,3,0,0,0,0,0,2,0,0,0,42,0,0,0,4,0,0,0,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,11,0,0,0,11,0,0,0,7,0,0,0,1,0,0,0,29,0,0,0,0,0,2,0,1,0,0,0,4,0,0,0,46,0,0,0,4,0,0
contig_18577_69,166,3,0,11,0,0,0,0,0,0,0,2,0,0,0,43,0,0,0,4,0,0,0,30,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,11,0,0,0,11,0,0,0,7,0,0,0,1,0,0,0,29,0,0,0,3,0,1,0,0,0,0,0,4,0,0,0,45,0,0,0,4,0
contig_18577_69,174,3,0,11,0,0,0,0,0,0,0,3,0,0,0,40,0,0,0,4,0,0,0,30,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0,0,11,0,0,0,11,0,0,0,7,0,0,0,1,0,0,0,30,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,43,0,0,0,4,0
contig_18577_69,178,0,0,3,11,0,0,0,0,0,0,0,3,0,0,0,39,0,0,0,4,0,0,0,30,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,12,0,0,0,11,0,0,0,7,0,0,0,1,0,0,0,32,0,0,0,3,0,0,1,0,0,0,0,3,0,0,0,42,0,0,0,4
contig_18577_69,180,0,0,0,14,0,0,0,0,0,0,0,3,0,3,0,38,0,0,0,4,0,0,0,30,0,0,0,2,0,0,0,3,0,0,0,0,1,2,0,42,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,1,0,11,0,0,0,11,0,0,0,6,0,0,0,1,0,0,0,33,0,0,0,3,0,0,0,1,0,1,0,2,0,3,0,38,0,0,0,4
contig_18577_69,194,10,3,0,0,0,0,0,0,2,1,0,0,37,3,0,0,2,0,0,0,30,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,0,0,0,10,1,0,0,11,0,0,0,7,0,0,0,1,0,0,0,28,0,0,0,3,1,0,0,1,0,0,0,2,1,0,0,39,3,0,0,4,0,0,0
contig_18577_69,195,0,3,0,10,0,0,0,0,0,0,0,3,0,0,0,40,0,0,0,2,0,0,0,30,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,7,0,0,0,11,0,0,0,11,0,0,0,7,0,0,0,1,0,0,0,28,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,42,0,0,0,4
contig_18577_69,198,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,40,0,0,0,2,0,0,0,30,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7,0,0,0,11,0,0,0,10,0,0,0,6,0,0,0,1,0,0,0,27,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,41,0,0,0,4
contig_18577_69,199,0,7,0,6,0,0,0,0,0,3,0,1,0,37,0,3,0,2,0,0,0,30,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,42,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,1,0,10,0,1,0,9,0,0,0,6,0,0,0,1,0,0,0,27,0,0,0,1,0,3,0,0,0,1,0,2,0,1,0,38,0,3,0,4,0,0
contig_18577_69,207,0,11,3,1,0,6,0,0,0,5,0,0,0,40,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,3,0,0,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,9,0,0,0,6,0,0,0,3,0,0,0,23,0,0,0,4,0,0,0,0,1,0,0,4,0,0,0,41,0,0,0,10,0,0
contig_18577_69,210,0,9,0,6,0,6,0,0,0,4,0,1,0,41,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,1,0,13,0,0,0,8,0,0,0,3,0,0,0,23,0,0,0,5,0,1,0,0,1,0,0,4,0,0,0,37,0,1,0,10,0,0
contig_18577_69,213,3,12,0,0,0,6,0,0,0,5,0,0,0,42,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,13,0,0,0,8,0,0,0,3,0,0,0,17,0,0,2,3,0,1,0,1,0,0,0,4,0,0,0,38,0,0,0,10,0,0
contig_18577_69,216,2,0,13,0,0,0,6,0,1,0,4,0,1,0,39,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,3,0,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,9,0,0,0,14,0,0,0,7,0,0,0,3,0,0,0,17,0,0,0,6,0,0,0,1,0,0,0,4,0,1,0,37,0,0,0,10,0
contig_18577_69,219,0,14,0,3,0,6,0,0,0,5,0,0,0,40,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,14,0,0,0,6,0,0,0,3,0,0,0,17,0,0,0,6,0,0,0,0,0,1,0,4,0,0,0,38,0,0,0,10,0,0
contig_18577_69,222,3,0,11,0,0,0,6,0,0,0,4,0,0,0,40,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,9,0,0,0,15,0,0,0,6,0,0,0,3,0,0,0,17,0,2,0,3,0,1,0,0,0,0,0,4,0,0,0,39,0,0,0,9,0
contig_18577_69,229,0,0,11,0,0,0,1,0,0,0,3,0,0,0,38,0,0,0,2,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,14,0,0,0,5,0,0,0,1,0,0,0,18,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,42,0,0,0,2,0
contig_18577_69,237,0,8,0,0,0,3,0,0,0,4,0,0,0,34,0,2,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,1,0,9,0,0,0,10,0,0,0,7,0,0,0,1,0,0,0,15,0,1,0,5,0,0,0,0,0,0,0,2,0,0,0,44,0,0,0,1,0,0
contig_18577_69,294,0,8,0,0,0,4,0,0,0,8,1,0,2,43,0,0,0,6,0,0,0,8,0,0,0,6,0,0,0,3,0,0,0,20,0,0,2,42,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,13,0,0,0,17,0,0,0,11,0,0,1,7,0,0,0,2,0,0,1,23,0,0,0,8,0,0,0,2,1,0,0,1,0,0,1,60,0,0,0,3,0,0
contig_18577_69,298,0,8,0,0,0,4,0,0,0,8,0,1,0,43,0,1,0,4,0,0,0,8,0,0,0,4,0,0,0,3,0,0,0,12,0,0,0,42,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,11,0,1,0,17,0,0,0,9,0,2,0,9,0,0,0,4,0,0,0,24,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,61,0,0,0,3,0,0
contig_18577_69,300,0,0,8,0,0,0,2,0,0,0,7,0,0,0,44,0,0,0,4,0,0,0,8,0,0,2,2,0,0,1,1,0,0,0,12,0,0,0,42,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,11,0,0,0,17,0,0,0,11,0,0,0,9,0,0,0,4,0,0,0,22,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,59,0,0,1,2,0
contig_18577_69,306,0,0,0,8,0,0,0,2,0,1,0,6,0,0,0,44,0,0,0,4,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,42,0,0,0,0,0,1,0,6,0,0,0,1,0,2,0,9,0,0,0,17,0,1,0,7,0,2,0,12,0,0,0,2,0,0,0,23,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,59,0,0,0,5
contig_18577_69,318,0,0,0,8,0,0,0,2,0,1,0,5,0,0,0,42,0,0,0,4,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,0,0,0,2,0,1,0,2,0,0,0,1,0,2,0,9,0,0,0,9,0,0,0,6,0,2,0,12,0,1,0,1,0,0,0,26,0,2,0,5,0,1,0,0,0,0,0,0,0,1,0,63,0,0,0,5
contig_18577_69,324,0,1,0,9,0,0,0,4,0,0,0,6,0,0,0,41,0,0,0,4,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,43,0,0,0,2,1,0,0,2,0,0,0,1,3,0,0,9,0,0,0,15,0,0,0,9,2,0,0,12,1,0,0,1,0,0,0,24,4,0,0,3,0,0,0,1,0,0,0,0,1,0,0,69,0,0,0,3
contig_18577_69,337,0,9,0,1,0,4,0,0,0,6,0,0,0,41,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0,1,0,0,0,0,0,4,0,2,0,1,0,0,0,8,0,2,0,15,0,0,0,9,0,0,0,9,0,2,0,1,0,1,0,22,0,0,0,5,0,2,0,1,0,0,0,0,0,0,0,71,0,1,0,1,0,0
contig_18577_69,339,0,9,1,0,0,2,0,0,0,6,0,0,0,41,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,2,0,0,0,0,0,0,4,2,0,0,1,0,0,0,8,2,0,0,15,0,0,0,7,0,0,0,9,2,0,0,1,1,0,0,22,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,70,1,0,0,1,0,0
contig_18577_69,351,3,0,7,0,0,0,2,0,0,0,5,0,0,0,40,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,40,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,10,0,0,0,9,0,0,0,7,0,0,0,11,0,1,0,1,0,0,0,28,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,76,0,0,0,1,0
contig_18577_69,354,0,1,2,6,0,0,0,2,0,1,0,4,0,0,0,38,0,0,0,2,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,39,0,0,0,0,0,0,1,7,0,0,0,3,0,0,2,8,0,0,0,9,0,0,0,7,0,0,2,9,0,1,0,1,0,0,0,25,0,0,2,4,0,1,0,0,0,0,0,0,0,0,1,73,0,0,0,1
contig_18577_69,357,0,0,9,0,0,0,1,0,1,0,3,0,0,0,36,0,0,0,2,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,2,0,6,0,0,0,3,0,2,0,7,0,0,0,9,0,0,0,7,0,2,0,9,0,0,0,2,0,0,0,24,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,78,0,0,0,1,0
contig_18577_69,360,3,0,6,0,1,0,1,0,1,0,3,0,0,0,35,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,41,0,0,0,0,0,2,0,8,0,0,0,3,0,2,0,6,0,0,0,9,0,0,0,6,0,2,0,9,0,1,0,1,0,0,0,24,0,2,0,4,0,1,0,0,0,0,0,0,0,2,0,76,0,0,0,1,0
