,Position,Su13.BD.MM110.SD.MAG8-A,Su13.BD.MM110.SD.MAG8-C,Su13.BD.MM110.SD.MAG8-G,Su13.BD.MM110.SD.MAG8-T,Sp13.BD.MM15.SD.MAG8-A,Sp13.BD.MM15.SD.MAG8-C,Sp13.BD.MM15.SD.MAG8-G,Sp13.BD.MM15.SD.MAG8-T,Fa13.BD.MLB.DN.MAG8-A,Fa13.BD.MLB.DN.MAG8-C,Fa13.BD.MLB.DN.MAG8-G,Fa13.BD.MLB.DN.MAG8-T,Fa13.BD.MM110.SN.MAG8-A,Fa13.BD.MM110.SN.MAG8-C,Fa13.BD.MM110.SN.MAG8-G,Fa13.BD.MM110.SN.MAG8-T,Sp13.BD.MM110.SN.MAG8-A,Sp13.BD.MM110.SN.MAG8-C,Sp13.BD.MM110.SN.MAG8-G,Sp13.BD.MM110.SN.MAG8-T,Sp13.BD.MM110.DD.MAG8-A,Sp13.BD.MM110.DD.MAG8-C,Sp13.BD.MM110.DD.MAG8-G,Sp13.BD.MM110.DD.MAG8-T,Sp13.BD.MM110.SD.MAG8-A,Sp13.BD.MM110.SD.MAG8-C,Sp13.BD.MM110.SD.MAG8-G,Sp13.BD.MM110.SD.MAG8-T,Su13.BD.MLB.DD.MAG8-A,Su13.BD.MLB.DD.MAG8-C,Su13.BD.MLB.DD.MAG8-G,Su13.BD.MLB.DD.MAG8-T,Su13.BD.MM15.SN.C.MAG8-A,Su13.BD.MM15.SN.C.MAG8-C,Su13.BD.MM15.SN.C.MAG8-G,Su13.BD.MM15.SN.C.MAG8-T,Fa13.BD.MM15.SN.MAG8-A,Fa13.BD.MM15.SN.MAG8-C,Fa13.BD.MM15.SN.MAG8-G,Fa13.BD.MM15.SN.MAG8-T,Fa13.BD.MLB.SN.MAG8-A,Fa13.BD.MLB.SN.MAG8-C,Fa13.BD.MLB.SN.MAG8-G,Fa13.BD.MLB.SN.MAG8-T,Su13.BD.MM110.DCMD.MAG8-A,Su13.BD.MM110.DCMD.MAG8-C,Su13.BD.MM110.DCMD.MAG8-G,Su13.BD.MM110.DCMD.MAG8-T,Fa13.BD.MM110.DN.MAG8-A,Fa13.BD.MM110.DN.MAG8-C,Fa13.BD.MM110.DN.MAG8-G,Fa13.BD.MM110.DN.MAG8-T,Su13.BD.MM15.SD.MAG8-A,Su13.BD.MM15.SD.MAG8-C,Su13.BD.MM15.SD.MAG8-G,Su13.BD.MM15.SD.MAG8-T,Su13.BD.MM15.DN.MAG8-A,Su13.BD.MM15.DN.MAG8-C,Su13.BD.MM15.DN.MAG8-G,Su13.BD.MM15.DN.MAG8-T,Sp13.BD.MLB.SN.MAG8-A,Sp13.BD.MLB.SN.MAG8-C,Sp13.BD.MLB.SN.MAG8-G,Sp13.BD.MLB.SN.MAG8-T,Fa13.BD.MM15.DN.MAG8-A,Fa13.BD.MM15.DN.MAG8-C,Fa13.BD.MM15.DN.MAG8-G,Fa13.BD.MM15.DN.MAG8-T,Sp13.BD.MM15.SN.MAG8-A,Sp13.BD.MM15.SN.MAG8-C,Sp13.BD.MM15.SN.MAG8-G,Sp13.BD.MM15.SN.MAG8-T,Fa13.BD.MM15.SD.MAG8-A,Fa13.BD.MM15.SD.MAG8-C,Fa13.BD.MM15.SD.MAG8-G,Fa13.BD.MM15.SD.MAG8-T,Sp13.BD.MM15.DD.A.MAG8-A,Sp13.BD.MM15.DD.A.MAG8-C,Sp13.BD.MM15.DD.A.MAG8-G,Sp13.BD.MM15.DD.A.MAG8-T,Su13.BD.MM110.DN.MAG8-A,Su13.BD.MM110.DN.MAG8-C,Su13.BD.MM110.DN.MAG8-G,Su13.BD.MM110.DN.MAG8-T,Fa13.BD.MM110.SD.MAG8-A,Fa13.BD.MM110.SD.MAG8-C,Fa13.BD.MM110.SD.MAG8-G,Fa13.BD.MM110.SD.MAG8-T,Su13.BD.MLB.SD.C.MAG8-A,Su13.BD.MLB.SD.C.MAG8-C,Su13.BD.MLB.SD.C.MAG8-G,Su13.BD.MLB.SD.C.MAG8-T,Su13.BD.MM110.SN.C.MAG8-A,Su13.BD.MM110.SN.C.MAG8-C,Su13.BD.MM110.SN.C.MAG8-G,Su13.BD.MM110.SN.C.MAG8-T
contig_20881_1,48,0,1,0,171,2,0,0,157,1,7,0,100,0,0,1,218,0,0,0,254,0,0,3,339,0,0,0,409,0,1,0,55,0,3,0,279,0,1,0,219,1,10,0,170,0,1,2,19,0,0,0,163,0,4,0,165,1,1,0,310,0,1,4,90,0,5,0,213,2,3,1,125,0,0,0,226,0,4,3,96,0,0,0,5,0,0,0,243,0,21,0,74,0,0,0,162
contig_20881_1,49,0,0,0,173,0,0,0,159,0,0,0,109,0,0,0,220,0,0,0,255,0,3,0,344,0,0,0,411,0,0,0,57,0,0,0,284,0,0,0,225,0,0,1,181,0,0,0,23,0,0,0,164,0,0,0,173,0,0,0,316,0,4,0,92,0,0,0,223,0,2,0,129,0,0,0,227,0,3,0,101,0,0,0,5,0,0,0,246,0,1,0,94,0,0,0,165
contig_20881_1,50,0,0,1,172,0,0,0,161,0,0,0,109,0,0,0,220,0,0,0,257,0,0,0,349,0,0,0,414,0,0,0,59,0,0,0,285,0,0,1,224,0,0,0,183,0,0,0,24,0,0,0,164,1,1,2,169,0,0,1,317,0,0,0,97,0,0,3,221,0,0,0,132,0,0,0,228,0,0,1,106,0,0,0,5,0,0,1,246,0,0,0,95,0,0,0,164
contig_20881_1,51,3,0,176,0,2,0,161,0,5,0,105,0,0,0,225,0,0,0,260,0,5,0,352,0,5,0,413,0,0,0,59,0,1,0,286,0,0,0,231,0,6,0,179,0,0,0,24,0,0,0,169,0,2,0,179,0,4,0,322,0,3,0,95,0,2,0,229,1,1,0,134,0,1,0,233,0,3,0,105,0,1,0,4,0,0,0,256,0,6,0,91,0,0,0,166,0
contig_20881_1,52,0,0,202,0,0,0,163,0,0,0,114,0,0,0,232,0,0,0,260,0,0,0,358,0,0,0,418,0,0,0,60,0,0,0,289,0,2,0,242,0,0,0,185,0,0,0,24,0,0,0,184,0,0,0,187,0,0,1,347,0,0,0,101,0,0,0,243,0,0,0,136,0,0,0,248,0,0,0,109,0,0,0,5,0,2,0,272,0,0,0,97,0,0,0,167,0
contig_20881_1,53,201,1,0,1,163,0,0,0,114,0,0,0,231,1,0,0,264,0,0,0,361,0,0,0,420,0,0,0,59,0,0,0,290,0,0,0,243,1,1,0,186,0,0,0,24,0,0,0,184,0,0,0,187,1,0,0,350,3,0,0,104,0,0,0,244,0,0,0,137,0,0,0,246,1,0,0,109,0,0,0,5,0,0,0,275,1,0,0,97,0,0,0,168,0,0,0
contig_20881_1,54,0,200,0,4,0,166,0,1,0,107,0,7,0,236,0,0,0,262,0,0,1,364,0,0,0,419,0,0,0,48,0,11,0,278,0,11,0,245,0,1,0,177,0,10,0,24,0,0,0,184,0,0,0,175,0,13,0,352,0,1,0,97,1,6,0,246,0,1,0,131,0,6,0,249,0,2,0,108,0,2,0,5,0,0,0,280,0,0,0,72,0,25,0,167,0,0
contig_20881_1,55,0,201,0,0,0,171,0,0,0,112,0,0,0,230,0,0,0,266,0,0,0,367,0,0,0,422,1,0,0,60,0,0,0,292,0,0,0,242,0,0,0,187,0,0,0,24,0,0,0,183,0,0,2,187,0,0,0,352,0,0,0,105,0,0,1,246,0,0,3,136,0,0,0,244,0,0,0,111,0,0,0,5,0,0,0,278,0,0,0,99,0,0,0,167,0,0
contig_20881_1,56,202,0,0,0,169,0,0,0,111,0,0,0,231,0,0,0,266,0,0,0,370,0,0,0,427,0,0,0,60,0,0,0,296,0,0,0,244,0,1,0,191,0,0,0,24,0,0,0,184,0,0,0,191,0,0,0,353,0,0,0,106,0,0,0,250,0,0,0,140,0,0,0,244,0,1,0,114,0,0,0,5,0,0,0,277,0,0,0,100,0,0,0,167,0,0,0
contig_20881_1,57,211,0,0,0,167,0,1,0,112,0,0,0,237,0,1,0,269,0,1,0,372,0,0,0,427,0,0,0,61,0,0,0,297,0,0,0,247,0,0,0,194,0,0,0,22,0,2,0,188,0,0,0,194,0,1,0,359,0,0,0,106,0,0,0,256,0,0,0,141,0,1,0,246,0,0,0,113,0,2,0,5,0,0,0,279,0,0,0,102,0,0,0,167,0,0,0
contig_20881_1,58,0,0,213,0,0,0,168,0,0,0,112,0,0,0,238,0,0,0,271,0,0,0,376,0,0,0,433,0,0,0,61,0,0,0,302,0,0,0,249,0,0,1,194,0,0,0,24,0,0,0,190,0,0,0,196,0,0,0,359,0,0,0,108,0,1,0,255,0,0,0,141,0,0,0,247,0,0,0,117,0,0,0,5,0,0,0,279,0,0,0,103,0,0,0,167,0
contig_20881_1,59,213,1,0,0,171,0,0,0,110,0,0,0,240,1,0,0,275,0,0,0,378,0,0,0,436,0,0,0,64,0,0,0,304,0,0,0,249,1,0,0,195,0,0,0,24,0,0,0,189,1,0,0,199,1,0,0,358,1,1,0,111,0,0,0,256,0,0,0,142,0,0,0,246,2,0,0,116,0,0,0,5,0,0,0,277,1,0,0,104,0,0,0,168,1,0,0
contig_20881_1,60,0,215,0,0,0,169,0,2,0,110,0,1,0,241,0,1,0,278,0,0,0,376,0,1,0,436,0,0,0,64,0,0,0,304,0,0,0,251,0,0,0,195,0,1,0,22,0,2,0,190,0,0,0,200,1,0,0,360,0,1,0,110,0,1,0,257,0,0,0,140,0,3,0,250,0,0,0,117,0,0,0,5,0,0,0,280,0,0,0,104,0,0,0,170,0,0
contig_20881_1,61,209,3,0,0,172,0,0,0,111,0,0,1,238,3,0,0,278,1,0,0,375,2,1,0,438,2,0,0,64,0,0,0,303,1,0,0,243,1,0,0,198,0,0,0,25,0,0,0,188,1,0,0,199,0,0,1,350,4,2,1,109,1,0,0,256,2,0,0,143,0,0,0,245,1,0,0,115,2,0,0,5,0,0,0,272,2,2,0,105,0,0,0,169,0,0,0
contig_20881_1,62,0,225,0,0,0,174,0,0,0,116,0,0,0,267,0,0,0,283,0,0,0,383,0,0,0,442,1,0,0,64,1,0,0,304,0,0,0,256,0,1,0,198,0,0,0,25,0,0,0,202,0,0,0,213,0,0,0,373,0,0,0,113,0,0,0,267,0,0,0,142,0,0,0,264,0,0,0,117,0,0,0,5,0,0,0,296,0,0,0,106,0,0,0,171,0,0
contig_20881_1,63,0,232,0,0,8,154,4,8,4,111,1,1,0,270,0,1,4,278,0,0,5,376,5,2,1,437,6,0,1,56,0,8,5,298,0,1,0,258,0,0,4,194,1,0,2,23,0,1,0,200,0,0,4,222,0,0,1,375,3,1,15,82,0,17,1,261,2,6,10,114,2,17,0,266,0,0,8,98,0,11,0,4,1,0,0,298,0,0,4,97,0,6,0,171,0,0
contig_20881_1,64,0,0,234,0,0,0,179,0,0,0,118,0,0,0,270,1,0,0,281,0,0,0,391,0,0,0,446,0,0,0,66,0,0,0,308,0,0,0,260,0,0,0,199,0,0,0,27,0,0,0,204,0,0,0,232,0,0,0,386,0,0,0,117,0,0,0,272,0,0,0,149,0,0,0,268,0,0,0,118,0,0,0,5,0,0,0,300,0,0,0,108,0,0,0,167,1
contig_20881_1,65,0,238,0,0,0,180,0,0,0,118,0,0,0,274,0,0,0,282,1,0,0,393,0,0,0,448,0,0,0,66,0,0,0,309,0,0,0,266,0,0,0,200,0,0,0,27,0,0,2,204,0,0,0,234,0,0,0,390,0,0,0,119,0,0,0,273,0,0,0,149,1,0,0,270,0,0,0,120,0,0,0,5,0,0,0,303,0,0,0,110,0,0,0,167,0,0
contig_20881_1,66,0,238,0,0,0,172,0,9,0,114,0,0,0,270,2,0,0,288,0,0,3,387,2,0,1,448,0,1,0,67,0,0,0,310,0,1,1,265,0,1,0,201,0,0,0,25,0,2,1,204,0,0,1,229,0,4,4,383,0,5,1,117,0,2,2,271,0,0,0,145,0,5,0,270,0,1,1,115,0,5,0,5,0,0,0,304,0,0,0,111,0,0,0,167,0,1
contig_20881_1,67,238,0,0,0,180,0,0,0,114,0,0,0,273,0,0,0,290,0,0,0,396,0,0,0,453,0,0,0,68,0,0,0,316,0,0,0,267,0,0,0,200,0,0,0,27,0,0,0,205,0,0,0,236,0,0,0,389,0,0,0,120,0,0,0,272,0,0,0,152,0,0,0,271,0,0,0,122,0,0,0,5,0,0,0,304,1,0,0,113,0,0,0,169,0,0,0
contig_20881_1,68,0,0,0,237,0,0,0,180,0,0,0,114,0,0,0,273,0,0,0,290,0,0,0,397,0,0,0,453,0,0,0,68,0,0,0,313,0,0,0,266,0,0,0,203,0,0,0,27,0,0,0,205,0,0,0,238,0,0,0,389,0,0,1,119,0,0,0,277,0,0,0,152,0,0,0,271,0,0,0,124,0,0,0,5,0,1,0,304,0,0,0,114,0,0,0,169
contig_20881_1,69,0,0,237,0,0,0,182,0,0,0,115,0,0,0,281,0,0,0,290,0,0,0,399,0,0,0,452,0,0,0,68,0,0,0,314,0,0,0,268,0,0,0,203,0,0,0,27,0,0,0,205,0,0,0,241,0,0,0,390,0,0,0,120,0,0,0,279,0,0,0,155,0,0,0,273,0,0,0,123,0,0,0,5,0,0,0,312,0,0,0,114,0,0,1,170,0
contig_20881_1,70,237,0,0,0,183,0,0,0,115,0,0,0,281,0,0,0,288,1,0,0,400,0,1,1,456,0,0,0,66,0,0,0,316,0,0,0,269,0,0,0,203,0,0,0,27,0,0,0,205,0,0,0,242,0,0,0,392,0,0,0,118,0,0,0,281,0,0,0,157,0,0,0,273,0,0,0,123,0,0,0,5,0,0,0,314,0,0,0,115,0,0,0,171,0,0,0
contig_20881_1,71,0,0,0,235,0,0,0,183,0,0,0,115,0,0,0,283,0,0,0,288,0,0,0,401,0,0,0,458,0,0,0,66,0,0,0,315,0,0,0,271,0,1,1,203,0,0,0,26,0,0,0,206,0,0,0,245,0,0,0,395,0,0,0,118,0,0,0,282,0,0,0,160,0,0,0,274,0,0,0,123,0,0,0,6,0,0,1,313,0,0,0,116,0,0,0,169
contig_20881_1,72,0,0,0,235,0,0,0,182,0,0,0,115,0,2,0,280,0,0,0,290,0,0,0,402,0,0,0,462,0,0,0,68,0,0,0,320,0,0,0,271,1,0,0,204,0,0,0,26,0,0,0,207,0,0,0,245,0,0,0,395,0,0,0,118,0,0,0,283,0,0,0,161,0,0,0,274,0,0,0,123,0,0,0,6,0,0,1,313,0,0,0,117,0,0,0,170
contig_20881_1,73,0,4,0,230,0,2,1,179,0,2,0,114,0,5,2,274,0,0,1,289,0,0,5,398,1,0,5,462,0,1,1,67,0,12,0,308,0,6,0,265,0,3,1,201,0,0,0,27,0,0,0,206,0,11,0,232,0,1,2,383,0,3,2,114,0,5,2,277,0,0,0,161,0,6,0,268,0,0,0,125,0,0,1,5,0,4,0,310,0,3,4,110,0,1,0,172
contig_20881_1,74,0,2,0,232,0,0,0,180,0,0,0,116,0,0,0,282,0,0,0,290,0,0,0,404,0,0,2,469,0,0,0,70,0,0,0,323,0,0,0,271,0,0,1,203,0,0,0,27,0,0,0,206,0,0,0,241,0,0,0,386,0,0,0,119,0,0,2,282,0,0,0,162,0,1,0,275,0,0,0,129,0,0,0,6,0,0,0,315,0,0,0,116,0,0,0,174
contig_20881_1,75,0,0,231,0,1,0,181,0,0,0,115,0,0,0,283,0,0,0,292,0,0,0,407,0,0,0,475,0,0,0,70,0,0,0,325,0,0,0,269,0,1,0,201,1,0,0,27,0,0,0,206,0,2,0,237,0,1,1,381,0,1,0,117,0,0,0,285,0,2,0,161,0,0,0,277,0,5,0,124,0,0,0,6,0,1,0,314,0,0,0,117,0,0,0,173,0
contig_20881_1,76,0,0,233,0,0,0,183,0,0,0,116,0,0,0,288,0,0,0,294,0,0,1,408,1,0,0,472,1,0,0,73,0,0,0,326,0,0,0,276,0,0,0,204,0,0,0,27,0,0,0,209,0,0,0,241,0,0,0,382,0,0,0,117,0,0,0,288,0,0,0,163,0,0,0,279,0,0,0,128,0,0,0,6,0,0,0,321,0,0,0,118,0,0,0,175,0
contig_20881_1,77,0,0,0,228,0,0,0,184,0,0,0,116,0,0,0,284,0,2,0,292,0,0,0,414,0,0,1,471,0,0,0,72,0,1,0,325,1,1,0,266,0,0,0,204,0,0,0,27,0,0,0,207,0,0,0,239,0,0,0,381,0,0,0,118,0,2,0,279,0,0,0,163,0,0,0,275,0,0,0,127,0,0,0,6,0,0,1,316,0,0,0,118,0,0,0,174
contig_20881_1,78,1,1,225,1,3,0,182,1,0,0,115,1,0,0,280,2,2,0,292,1,6,0,404,6,8,1,453,5,0,0,69,2,1,0,318,7,2,0,269,0,0,0,199,6,0,0,26,1,2,0,207,0,0,0,237,6,2,0,378,2,1,0,99,18,0,0,284,4,0,0,156,8,0,1,269,1,2,0,122,5,0,0,5,1,0,0,308,1,0,0,94,24,1,0,173,0
contig_20881_1,79,0,0,227,0,0,0,188,0,0,0,114,0,0,0,283,0,0,0,294,0,0,0,417,0,0,0,468,0,0,0,70,0,0,0,325,0,0,0,271,0,0,0,205,0,0,0,27,0,0,0,209,0,0,0,241,0,0,0,382,0,0,0,118,0,0,0,287,0,0,0,165,0,0,0,271,0,0,0,128,0,0,0,6,0,0,0,313,0,0,0,117,1,0,0,170,0
contig_20881_1,80,227,0,0,0,186,0,0,0,115,0,0,0,280,0,2,0,293,0,0,0,418,0,0,0,467,0,0,1,71,0,0,0,325,0,0,0,271,0,0,0,205,0,0,0,27,0,0,0,209,0,0,0,240,0,0,0,383,0,0,0,117,0,0,0,287,0,0,0,165,0,0,0,271,0,0,0,128,0,0,0,6,0,0,0,312,0,0,0,118,0,0,0,169,0,0,0
contig_20881_1,81,227,0,0,0,186,0,0,0,113,0,1,0,279,0,0,0,288,0,1,0,422,0,0,0,465,0,2,0,70,0,0,0,326,0,2,0,273,0,0,0,202,0,3,0,27,0,0,0,205,0,3,0,237,0,3,0,383,0,0,0,116,0,2,0,287,0,0,0,165,0,1,0,270,0,1,0,127,0,0,0,6,0,0,0,309,0,3,0,120,0,1,0,168,0,1,0
contig_20881_1,82,0,0,228,0,0,0,185,0,0,0,114,0,0,0,280,0,0,0,288,0,1,0,426,0,0,0,465,1,0,0,71,0,0,0,329,0,0,0,273,0,0,0,207,0,0,0,27,0,0,0,208,0,0,0,242,1,0,0,388,0,0,0,118,0,0,0,290,0,0,0,165,0,0,0,274,0,0,0,126,0,0,0,6,0,0,0,316,0,0,0,121,0,0,0,167,0
contig_20881_1,83,227,0,1,0,185,0,0,0,114,0,0,0,272,0,0,0,287,0,0,0,424,0,2,0,463,0,1,0,71,0,0,0,333,0,0,0,269,0,0,0,209,0,0,0,27,0,0,0,208,0,0,0,243,0,0,0,388,0,0,0,120,0,0,0,292,0,0,0,164,0,0,0,273,0,0,0,125,0,0,0,6,0,0,0,315,0,0,0,120,0,0,0,167,0,0,0
contig_20881_1,84,5,0,223,1,0,0,183,0,5,0,112,0,7,0,270,0,0,0,287,0,1,0,425,0,1,0,464,0,3,0,69,0,15,0,321,0,4,0,268,0,11,0,198,0,0,0,27,0,0,0,209,0,14,0,230,0,1,0,389,0,3,0,117,0,6,0,287,0,1,0,167,0,5,0,267,0,2,0,124,0,0,0,6,0,3,0,313,0,26,0,90,0,2,0,167,0
contig_20881_1,85,0,5,0,221,0,2,0,182,0,4,0,110,0,6,1,265,0,0,0,285,0,0,1,422,0,0,0,464,0,3,0,69,0,15,0,324,0,4,1,266,0,8,0,202,0,2,0,24,0,0,0,207,0,13,0,229,0,2,0,384,1,3,0,117,0,7,0,280,0,4,0,163,0,5,0,265,0,2,1,121,0,0,0,6,0,3,0,308,0,24,0,92,0,2,0,168
contig_20881_1,86,0,0,0,226,0,0,0,183,0,0,0,115,1,0,0,273,0,0,1,282,0,0,0,424,0,0,1,463,0,0,0,72,0,0,1,336,0,0,0,273,0,0,1,207,0,0,0,27,0,0,0,206,0,0,0,243,0,0,0,387,0,0,0,123,0,0,0,287,0,0,0,167,0,0,0,272,0,0,1,125,0,0,0,6,0,0,0,311,0,0,0,118,0,0,0,171
contig_20881_1,87,0,0,228,0,1,0,183,0,0,0,115,0,0,0,273,0,0,0,280,1,0,0,426,1,0,0,467,0,0,0,72,0,1,0,340,0,0,0,275,0,0,1,210,0,0,0,25,2,2,0,205,0,0,0,243,0,0,0,387,0,0,0,109,13,0,1,286,0,0,0,162,5,0,0,273,0,0,0,123,3,0,0,6,0,0,0,311,2,0,0,118,0,0,0,174,0
contig_20881_1,88,0,0,228,0,1,0,181,0,0,0,115,0,0,0,273,0,0,0,279,1,0,0,422,2,0,0,466,0,0,0,72,0,0,0,341,1,0,0,275,0,0,0,210,0,0,0,27,0,0,0,203,0,0,0,242,0,0,0,389,0,0,0,122,0,0,0,286,0,0,0,169,0,0,0,275,0,0,0,128,0,0,0,6,0,0,0,317,0,0,0,119,0,0,0,174,0
contig_20881_1,89,0,0,225,0,0,0,181,0,0,0,116,0,0,0,272,0,0,0,281,0,0,0,424,0,0,0,469,0,0,0,72,0,0,0,344,0,0,0,276,0,0,0,209,0,0,0,27,0,0,0,202,0,0,0,244,0,0,0,389,0,0,0,122,0,0,0,285,0,0,0,167,0,0,0,276,0,0,0,130,0,0,0,6,0,0,0,320,0,0,0,118,1,0,0,172,0
contig_20881_1,90,0,208,0,19,1,159,0,20,0,102,0,13,0,269,0,5,0,275,0,5,0,410,0,12,0,446,0,18,3,53,0,14,0,308,0,37,0,269,0,13,1,188,0,19,0,24,0,3,0,199,0,3,0,212,0,33,1,344,0,44,0,106,0,14,0,270,0,16,0,143,0,22,0,272,0,11,0,119,0,13,0,5,0,0,0,318,0,4,2,84,0,32,0,164,1,10
contig_20881_1,91,0,230,0,0,1,178,0,0,0,114,0,0,0,268,0,0,0,280,0,0,0,421,0,0,0,461,0,0,0,70,0,1,0,343,0,0,0,274,0,0,0,211,0,1,0,27,0,0,0,199,0,0,0,245,0,0,0,381,0,0,0,121,0,0,0,284,0,0,0,164,0,0,0,282,0,0,0,132,0,0,0,5,0,0,0,317,0,0,0,117,0,0,0,176,0,0
contig_20881_1,92,232,0,0,0,177,0,0,0,113,0,0,0,263,0,0,0,279,0,0,0,421,0,0,0,463,0,0,0,71,0,0,0,347,0,0,0,274,0,0,0,213,0,0,0,27,0,0,0,196,0,0,0,241,0,1,0,379,0,0,0,121,0,0,0,279,0,0,0,164,0,0,0,280,0,0,0,131,0,0,0,5,0,0,0,320,0,0,0,117,0,0,0,177,0,0,0
contig_20881_1,93,0,232,0,0,0,175,0,2,0,110,0,4,0,262,0,2,0,274,0,1,0,419,0,3,0,462,0,1,0,68,0,4,0,345,0,2,0,279,0,0,0,205,0,8,0,25,0,2,0,197,0,0,0,240,0,2,0,379,0,0,0,104,0,16,0,279,0,0,0,156,1,9,0,280,0,0,0,124,0,5,0,5,0,0,0,322,0,0,0,110,0,5,0,177,0,0
contig_20881_1,94,231,1,0,0,176,0,0,0,114,0,0,0,265,0,0,0,277,0,0,0,422,0,0,0,461,0,0,0,72,0,0,0,351,0,0,0,278,0,0,0,215,0,0,0,27,0,0,0,195,0,0,0,242,0,0,0,380,0,0,0,121,0,0,0,281,0,0,0,164,0,0,0,279,0,1,0,129,0,0,0,5,0,0,0,323,0,1,0,114,0,0,0,179,0,0,0
contig_20881_1,95,234,0,0,0,176,0,0,0,114,0,0,0,266,0,0,0,277,0,0,0,422,0,0,0,458,0,0,0,71,0,0,0,354,0,0,0,278,0,0,0,215,0,0,0,27,0,0,0,195,0,0,0,245,0,0,0,381,0,0,1,120,1,0,0,281,0,0,0,160,0,2,0,282,0,0,0,129,0,0,0,5,0,0,0,325,0,0,0,115,0,0,0,180,0,0,0
contig_20881_1,96,233,0,0,0,170,0,5,0,111,0,1,0,266,0,0,0,279,0,0,0,420,0,3,0,461,1,0,0,68,0,2,0,352,0,1,0,279,0,1,0,213,0,2,0,26,0,1,0,195,0,0,0,243,0,3,0,380,0,0,0,114,1,6,0,275,0,5,0,156,0,3,0,283,0,0,0,119,0,8,0,5,0,0,0,325,0,0,0,112,0,3,0,177,0,0,0
contig_20881_1,97,1,0,229,0,0,0,175,0,0,0,111,0,0,0,267,0,0,0,278,0,0,0,424,0,0,0,462,0,0,0,70,0,0,0,351,0,1,0,275,0,0,0,218,0,0,0,27,0,0,0,197,0,0,0,242,0,0,1,371,0,0,0,119,0,0,0,274,0,0,0,158,0,0,0,280,0,0,0,127,0,0,0,5,0,0,0,327,0,0,0,115,0,0,0,177,0
contig_20881_1,98,0,231,0,0,0,174,0,0,0,111,0,0,0,263,0,0,0,278,0,0,0,423,0,0,0,460,1,2,0,70,0,0,1,350,0,0,0,276,0,0,1,217,0,0,0,27,0,0,0,197,0,0,0,241,0,0,0,372,0,0,0,119,0,0,0,273,0,0,0,156,0,0,0,280,0,0,0,126,0,0,0,5,0,0,0,326,0,0,0,114,0,0,0,179,0,0
contig_20881_1,99,4,224,1,0,1,130,4,34,1,103,2,2,0,246,1,0,3,227,1,40,6,347,4,59,14,370,0,64,2,63,3,1,13,313,5,14,3,264,1,4,5,200,7,3,0,21,3,3,3,161,0,22,6,212,6,5,12,330,0,18,3,88,21,6,3,256,6,4,0,129,11,13,0,277,0,1,3,101,8,11,0,5,0,0,0,324,0,0,8,80,23,3,8,172,0,0
contig_20881_1,100,0,0,229,0,0,0,170,0,0,0,108,0,0,0,249,0,0,0,269,0,0,0,416,0,0,0,447,0,0,0,68,0,0,0,343,1,0,0,271,0,0,0,213,0,0,0,25,0,0,0,185,0,0,0,232,0,0,0,359,0,0,0,118,0,0,0,269,0,0,0,152,0,0,0,278,0,0,0,124,0,0,0,5,0,0,0,324,0,0,0,114,0,0,0,180,0
contig_20881_1,101,0,0,0,230,0,0,0,170,0,0,0,108,0,0,0,251,0,0,0,267,0,0,1,414,0,0,1,441,0,0,0,68,0,0,0,344,0,1,0,270,0,0,2,212,0,0,0,25,0,0,0,183,0,0,0,231,0,0,0,357,0,0,0,118,0,0,0,269,0,0,0,151,0,0,0,282,0,0,0,124,0,0,0,5,0,0,0,326,0,0,0,114,0,0,1,179
contig_20881_1,102,0,6,224,0,0,40,127,0,0,9,97,1,0,5,246,0,0,38,230,1,0,62,352,1,0,61,379,2,0,22,44,0,0,24,314,2,0,10,260,1,0,13,197,3,2,4,19,0,0,20,160,3,0,19,209,3,0,26,331,0,1,29,73,12,1,19,249,0,1,31,113,4,0,6,276,1,0,28,91,4,0,0,5,0,0,3,322,1,0,39,71,1,0,4,174,1
contig_20881_1,103,6,0,225,0,30,0,136,0,8,0,99,0,5,0,247,0,38,0,229,0,58,0,355,0,60,0,380,0,20,0,45,0,23,0,312,0,9,0,262,0,13,0,199,1,3,0,22,0,20,0,162,0,14,0,220,0,19,0,340,0,24,0,88,0,18,0,257,0,27,0,123,0,6,0,280,0,20,0,102,0,0,0,5,0,3,0,326,0,39,0,74,0,3,0,174,0
contig_20881_1,104,0,0,0,229,0,0,0,164,0,0,0,106,0,0,0,253,0,0,0,269,0,0,0,409,0,1,0,436,0,0,0,65,0,0,0,336,0,0,0,273,0,0,0,212,0,0,0,25,0,0,0,179,0,0,0,233,0,0,0,360,0,0,0,113,0,0,0,274,0,0,0,150,0,0,0,287,0,0,0,123,0,0,0,5,0,1,0,328,0,0,0,113,0,0,0,176
contig_20881_1,105,0,0,0,226,0,21,1,145,0,4,0,102,0,0,0,252,0,39,2,230,0,58,2,350,0,60,0,381,0,1,0,65,2,5,0,331,0,2,0,269,0,4,0,209,0,2,0,23,0,20,0,158,3,2,0,225,0,16,0,343,1,5,19,87,0,4,0,266,0,8,9,133,0,0,0,285,0,16,3,104,0,0,0,5,0,0,0,326,1,3,0,110,0,0,0,179
